6.19971047195046E+17,negative,"If these runway renovations at the airport prevent me from seeing Taylor Swift on Monday, Bad Blood will have a new meaning.",
6.20067692066828E+17,negative,"Bad Blood may have the absolute worst lyricism I've ever heard in my life (regarding Taylors parts) #UsedtobeMadLove #ReallyDeepCut",
6.20149443191534E+17,negative,"The growth of gerontocracy: George Osborne's assault on the young. @NickCohen4  http://t.co/722tfJelDt",
6.20152459676283E+17,negative,"The hidden Budget tax rises George Osborne didn't want you to know about http://t.co/aHTkG4iGUf",
6.20201635013337E+17,negative,"Boko Haram on Saturday claimed responsibility for attacks in Chad's capital N'Djamena and the Nigerian city of... http://t.co/gwyUpVUYvH",
6.20208590951961E+17,negative,"GEJ needs a public apology from all those that called him the sponsor of Boko Haram.  Every Sunday and Friday is a feast day for Boko Haram.",
6.20295060756787E+17,negative,"By Joe Hemba DAMATURU, Nigeria, July 10 (Reuters) - Boko Haram islamist militants attacked the northern Nigerian town of Buni Yadi in Yobe",
6.20331316597391E+17,negative,"@BBCNews You know Go Set a Watchman is not being released until tomorrow? Really did not appreciate the spoiler on your website.",
6.20402199240151E+17,negative,"The Asian girls in the swim suit section for Miss USA are the ones with the worse bodies, c'mon now &gt;_&gt; #itsmissusa #cantyouworkoutmore",
6.20403152697754E+17,negative,"Go figure on Miss USA is talking about bi racial and 1st time immigrants sad how the owner missed up the girls this yr.",
6.20419137018429E+17,negative,"Also just now starting Miss USA so nobody text me about top 5 who wins etc Bc I may kill u",
6.20423609870365E+17,negative,"@KySportsRadio Miss USA pageant questions were epically bad. I think you have your topic for the show tomorrow",
6.20427207274422E+17,negative,"totally intended to boycott Miss USA show, but how in the world did Maryland come in 5th?! Three of those other girls gave terrible answers.",
6.20437987193569E+17,negative,"Hahaha 2nd place in Miss USA was Miss Texas from @CityofMcAllen , wonder if the organization just placed her there just for being Mexican",
6.20470107156824E+17,negative,"I madr noprogress my lfe is going downhill actually Kpop ruined the world everything will dje the sun will explodeand Bush will confirm 9/11",
6.20511335512609E+17,negative,"the Miss USA 1st runner up is a Latina woman who volunteers on the border of Mexico &amp; Texas because fuck Donald Trump all over his dumb self",
6.20592821767143E+17,negative,"Just gonna say it: The lyrics in ""Bad Blood"" sound like they were written by a 7th grader. ""Done"" doesn't have two syllables, Taylor.",
6.20603327932461E+17,negative,"Harrowingly fawning article about George Osborne (warning: may cause severe nausea) https://t.co/qYQNcyg9f1",
6.20640768265429E+17,negative,"I may never read ""Watchman"" after this review. What would be the point? https://t.co/C6G1DUO5RY",
6.2064619682714E+17,negative,"So Watchman is an earlier draft of Mockingbird?? People have been had in getting excited for this. C'mon public, you're better than this.",
6.20667314623676E+17,negative,"@SkyNewsTonight George Osborne must be p***ing himself. Talk about unintended consequences. PMQs will be interesting on Wednesday",
6.20673321043145E+17,negative,"Bumpy road ... George Osborne - ""UK won't help with brigding loan to Greece"" according to The Guardian. http://t.co/HNzyOkMzi3",
6.20701045480534E+17,negative,"Man behind 5th-grade insults in @RollingStone hot take a ""senior editor"" ... which explains a lot about Rolling Stone http://t.co/7rGAm1ju86",
6.20705001170694E+17,negative,"The Borno state police commissioner, Aderemi Opadokun, on Monday confirmed fresh attacks by the Boko Haram sect... http://t.co/3svj6EGFlP",
